url,player,school,position,scouting_report,strengths,weaknesses,bottom_line,comp
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-chris-brazzell-ii-tennessee,Chris Brazzell II,NA,WR,"Brazzell’s father, Chris, was selected in the sixth round (No. 174 overall) of the 1998 NFL Draft by the New York Jets. He spent time on the Jets’ practice squad, played two seasons with the Dallas Cowboys and later enjoyed a seven-year career in the CFL. Brazzell III was a three-star recruit out of Midland, Texas, where he played both basketball and football. At 6-foot-5 and 200 pounds, he offers a tall, long frame with an impressive catch radius that flashes high-end potential as a vertical outside receiver when fully utilized. At this stage, his role is largely limited to vertical concepts, as he primarily runs go routes, skinny posts, comebacks and screens. His catch rate was inconsistent in 2024 but showed improvement in 2025. He explodes off the line with speed releases, and his long strides make him difficult for defenders to match downfield. He also shows strong concentration on deep targets, an important trait for his role. Brazzell’s middle-of-the-field route running remains limited in both experience and nuance. However, he has shown flashes of the ability to sink his hips and break effectively on comebacks and curls, which is encouraging for a player of his size. His effort level can be inconsistent at times, particularly on plays when he is not the primary target.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-bryce-lance-north-dakota-state,Bryce Lance,NA,WR,"Bryce Lance, the younger brother of former No. 3 overall pick Trey Lance, has intriguing NFL potential as the next member of the family to reach the league. Listed at 6-foot-3 and 210 pounds, he offers above-average size, though his build appears somewhat lean. He primarily aligns as an outside “X” receiver, but his smooth acceleration and long speed give him some versatility to operate as a big slot option as well. Lance has produced strong catch rates both in contested situations and when working in space. He also shows flashes of nuance in his releases and route setup, though he will need to become more consistent in that area. At times, he was able to rely on his physical tools to win against FCS competition without needing refined technique.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-malachi-fields-notre-dame,Malachi Fields,NA,WR,"Fields brings an ideal frame for the position at the NFL level, particularly when projecting to an outside “X” receiver role. He offers a massive catch radius and generally reliable hands on both catchable passes and in contested situations. He has good long speed from his track background, though it takes him time to build up to it. His change of direction is limited, but he is a capable enough route runner to create separation at the top of routes, typically working off a vertical stem. Fields also shows good potential as a blocker, adding value beyond the passing game.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-ted-hurst-georgia-state,Ted Hurst,NA,WR,"Hurst is a former zero-star wide receiver recruit from Savannah, Georgia, who committed to Valdosta State and became an immediate starter as an underclassman before transferring to Georgia State, where he found similar usage and success. At 6-foot-3 and 195 pounds, he is long and lean but still possesses an NFL-caliber frame. He boasts a massive catch radius and consistently maximizes it, extending to attack the ball in the air. Hurst also posts strong catch rates, including in contested situations, where he ranks in the 95th percentile. For a bigger receiver, he shows impressive footwork, with the ability to execute jab-step releases and sharp single-cut routes. However, his overall flexibility is limited, which shows up in lower separation numbers against single coverage. Hurst’s long strides translate to impressive build-up speed — he has recorded 10 plays of 20-plus mph over the past two seasons — though it takes him time to reach top gear. He has the frame to be an effective blocker, but could benefit from adding more mass to maintain consistency at the next level.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-j-michael-sturdivant-florida,J. Michael Sturdivant,NA,WR,"At 6-foot-3 and 215 pounds, Sturdivant, a former four-star recruit, offers an appealing blend of size and speed. He posted impressive track times in high school, including a career-best 10.39 in the 100 meters, and that top-end speed and acceleration show up consistently on film. Sturdivant profiles as a vertical receiver with the skill set to line up at all three spots, though he is best suited to the outside. His explosiveness gives him the potential to develop into a more refined route runner, but his routes currently lack consistency and nuance. At times, his timing and feel for when to break appear off, which contributes to lower separation numbers. His footwork against press coverage is explosive but not always efficient enough to consistently create separation. His catch rate was inconsistent prior to 2025 but improved significantly in his final season. Sturdivant also brings good play strength as a blocker, which supports his projection as an every-down contributor. Despite his explosiveness, however, that athleticism has not consistently translated into production after the catch.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jakobi-lane-usc,Ja'Kobi Lane,NA,WR,"Lane, a former four-star receiver who also played basketball in high school, is a long, lean “X” receiver who thrives in contested situations. At 6-foot-4 and 195 pounds, he consistently looks to turn 50-50 balls into 70-30 opportunities in his favor, thanks to strong hand-eye coordination and a catch radius he maximizes well. He is an ideal goal-line fade target and uses long strides to cover ground vertically, even if he is not an overly explosive athlete. However, his reliance on contested catches is partly due to his limited ability to separate, as reflected in his low separation metrics. When he does create space at the top of routes, it can come with subtle push-offs. Lane is also a limited yards-after-catch threat. Despite his length, his slender build shows up against physical defenders, as he can be outmuscled in press coverage and as a blocker. While he flashes some flexibility as a route runner, it is not enough to consistently create separation through agility.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-caleb-douglas-texas-tech,Caleb Douglas,NA,WR,"Douglas is a former three-star receiver who was born in Houston, Texas, and played high school football at Hightower High School in Missouri City, Texas. He initially committed to Florida, where he saw early playing time before a knee injury cut his second season short. He later transferred to Texas Tech, where he became a full-time starter over the past two seasons. Douglas has been more productive with the Red Raiders, aided by his NFL-caliber height and length, along with better-than-expected short-area quickness. He shows a solid variety of releases against press coverage, though he lacks the long speed to consistently threaten defenses vertically. His catch rates are lower than ideal, which points to a lack of play strength that shows up at times due to his slender build. However, he is a capable route runner who can create separation on short and intermediate routes, reflected in respectable separation rates in those areas.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jeff-cladwell-cincinnati,Jeff Caldwell,NA,WR,"Caldwell nearly entered a military academy before a last-second scholarship offer from Lindenwood extended his football career. He spent three seasons there, earning Second-Team All-American honors at the FCS level before transferring to Cincinnati for his final season of eligibility. He passes the “off the bus” test with ease thanks to a 6-foot-4, 210-pound frame. A member of Bruce Feldman’s CFB Freaks List, Caldwell posted an 11-foot-9 broad jump and a 36.5-inch vertical, athletic traits that show up most in the vertical passing game, where he is at his best. He owns a high career average depth of target and strong in-game athleticism scores. However, his route tree and releases are very basic, which limits his ability to consistently separate despite his physical tools. His catch percentages — both in contested situations and on standard targets — are also below ideal. While he offers a solid baseline as a blocker given his size, he has limited special-teams experience, which could impact his early path to a roster spot.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jordyn-tyson-arizona-state,Jordyn Tyson,NA,WR,"Tyson hails from Allen, Texas, where he primarily attended Allen High School. He played wide receiver while also competing in track and field, specializing in the long jump. He began his college career at Colorado, appearing in nine games before suffering a significant knee injury (torn ACL, MCL and PCL). That injury also caused him to miss nearly the entire 2023 season after transferring to Arizona State. Since arriving at ASU, he has been the focal point of the passing game, posting a target share above 32.0% in each season. Tyson brings his long-jump explosiveness to the football field, a defining trait of his game. He is explosive out of his stance and when breaking on routes, allowing him to beat press coverage and defeat leverage from defensive backs. He has experience and success both inside and outside and is one of the better intermediate route runners in the class. He has good vertical speed, though he lacks truly elite top-end gear. Still, he is a high-level playmaker, producing several spectacular catches and strong yards-after-catch plays over the past two seasons. Moving forward, he would benefit from relying more on refined technique in his releases rather than purely on quickness. Tyson improved his ball security and catch rates in 2025 and will need to maintain that progress. As a blocker, he can be effective, but his effort in that area is inconsistent. Durability remains a concern, as injuries have impacted each of his four collegiate seasons and will likely influence his draft projection.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-carnell-tate-ohio-state,Carnell Tate,NA,WR,"Tate is a talented former five-star wide receiver from Chicago, Illinois, who finished his high school career at IMG Academy before committing to Ohio State. He has a slender build with a long frame and a correspondingly large catch radius. He consistently maximizes that length, attacking the ball in the air and producing strong catch rates both in contested situations and on routine targets. Tate primarily aligned as an “X” or “Z” receiver in Ohio State’s offense, in part due to his reliable technique and consistent effort as a blocker, evidenced by zero penalties across his career. He displays a high level of football IQ as a route runner, winning with detail and precision. That shows up in 90th-percentile separation metrics both overall and against single coverage. To reach his full potential, Tate would benefit from adding strength at the next level, as he currently does not rely heavily on top-end athleticism to win.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-omar-cooper-jr-indiana,Omar Cooper Jr.,NA,WR,"Cooper was a three-sport athlete growing up, competing in football, basketball and track (long jump). He also comes from a strong athletic background, with both of his parents playing Division I college basketball. While he is below average in height, Cooper carries over 200 pounds on his frame, giving him good strength and balance. That strength shows up most in his hands, as he displays strong hand-eye coordination and the ability to secure tough catches, especially for a receiver of his size. However, there are some frustrating concentration drops on tape. He shows decent nuance as a route runner, particularly with subtle hesitation moves before his breaks, but he is not consistently a make-you-miss threat after the catch. Cooper has experience both in the slot and out wide — primarily as a “Z” or move receiver — though his best work comes from the slot. He has the strength to be an effective blocker, but needs more consistent technique, as he can drop his eyes and miss with his hands. He also brings additional value with experience as both a kick and punt returner.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-dezhaun-stribling-mississippi,De'Zhaun Stribling,NA,WR,"Stribling, a former three-star receiver from Kapolei, Hawaii, is a redshirt senior who has taken a well-traveled path through college football, with stops at Washington State, Oklahoma State and Ole Miss. He has solid size at 6-foot-2 and around 200 pounds. For most of his career, his route tree was heavily vertical, though he showed noticeable development over the final stretch of the 2025 season. His overall separation metrics are not particularly strong, but he plays with a physical edge. He uses active hands to defeat press coverage and brings strong hands at the catch point. That physicality also shows up as a blocker, where he is both willing and competitive. Stribling’s route-running nuance remains limited, but his late-season improvement suggests there is still room for growth in that area.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-germie-bernard-alabama,Germie Bernard,NA,WR,"Bernard, a former four-star recruit, has taken a winding path through college football and is now on his third program, but that journey has led to him emerging as a solid draft prospect. At 6-foot-1 and 210 pounds, he has a well-built frame for the NFL, along with adequate athleticism and football IQ to line up at all three receiver spots, though he is best suited for the slot or as a “Z” receiver. However, he does not consistently stand out in any one area. His hands are generally reliable, but his effectiveness drops in contested situations, which may be due to his shorter arm length. He showed improvement as an intermediate route runner this past season, and that is likely where most of his NFL production will come from, given his more limited vertical speed and yards-after-the-catch ability.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-cj-daniels-miami,CJDaniels,NA,WR,"Daniels has been a contributor and starter since his true freshman season, with stops at Liberty, LSU and Miami over a six-year college career. His measurables are above the 50th percentile for NFL receivers, and he appears to have long arms, though he is still on the smaller side for an outside receiver. That does not show up in contested situations, however, as he has posted a contested catch rate above 80.0% over the past two seasons, ranking in the 100th percentile. He lacks true difference-making long speed, but he is quick and sudden in his releases and at the top of routes, allowing him to consistently create separation on intermediate routes. He is not a major factor after the catch, with low percentile production in that area. Daniels has the experience and release package to line up at all three receiver spots. As a blocker, his slender build can show up against stronger defenders, but he competes with a feisty mentality.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-josh-cameron-baylor,Josh Cameron,NA,WR,"Cameron was an overlooked and under-recruited receiver coming out of high school, receiving no scholarship offers before walking on at Baylor. He not only made the team but also quickly earned a scholarship, rising from a scout team player to a team captain over his five-year career. At 6-foot-1 and 225 pounds, he has a dense build that translates to good power and strength as both a blocker and a runner after the catch. He is an explosive linear athlete, but his high-cut frame limits his change of direction, which shows up in lower separation metrics and receiving grades against single coverage. He also needs to be more precise with his releases, reducing wasted movement against press coverage to get into his routes more efficiently. Cameron’s competitive toughness stands out on film, and his impactful special teams work as a punt returner will help his chances of making an NFL roster.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-dillon-bell-georgia,Dillon Bell,NA,WR,"Bell is a former four-star receiver with a background in both track (100 and 200 meters) and basketball. In high school, he played both running back and wide receiver, and during his first two seasons at Georgia, he saw some usage at both positions, though primarily at receiver. He went on to become a consistent starter for four seasons. Despite that role, his production remained limited, with a low career yards-per-route-run average. He is a decent linear athlete, but his lack of change-of-direction ability shows up in lower separation metrics and receiving grades against man coverage. Bell has good size and extensive experience as a blocker, though his technique can be inconsistent. He also does not consistently catch the ball cleanly, with occasional body catches and bobbles.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-barion-brown-lsu,Barion Brown,NA,WR,"Brown's clearest path to an NFL roster is through the return game, where he offers good straight-line speed and extensive experience. As a receiver, he must improve his nuance, tempo and catch consistency to earn a consistent role on offense.",NA,NA,NA,Jerome Mathis
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-romello-brinson-smu,Romello Brinson,NA,WR,"Brinson's slender build and lack of NFL-caliber athleticism mean that, to stick in the league as a “Z” receiver, he will need to significantly improve his catch consistency both in contested situations and on routine targets.",NA,NA,NA,James Quick
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-makai-lemon-usc,Makai Lemon,NA,WR,"Lemon lacks ideal size and top-tier NFL athleticism, but his football IQ, elite body control and competitive toughness make him a top-50-caliber prospect. He projects as a starting inside-the-numbers receiver, primarily in the slot, with added return value.",NA,NA,NA,Julian Edelman
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-skyler-bell-uconn,Skyler Bell,NA,WR,"Bell looked uncoverable at times against his level of competition in his final season and, despite below-average size and athleticism, produced like a top-100 prospect as a productive slot receiver.",NA,NA,NA,Jalen McMillan
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-deion-burks-oklahoma,Deion Burks,NA,WR,"Burks' size and production do not clearly point to a future NFL contributor, but his athleticism and strength make him difficult to dismiss. He offers intriguing upside as an explosive slot receiver, though he may not fit every scheme.",NA,NA,NA,Tre Tucker
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-zachariah-branch-georgia,Zachariah Branch,NA,WR,"Branch is a likely Day 2 pick due to his rare, difference-making athleticism. However, he relies heavily on speed and must continue to refine the nuance and technique of his route running to avoid being limited to a special-teams role.",NA,NA,NA,Deion Branch
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-antonio-williams-clemson,Antonio Williams,NA,WR,"Williams is a quick, precise slot-only receiver with strong separation metrics but a low average depth of target. His special-teams experience supports his projection as a depth receiver.",NA,NA,NA,Rondale Moore
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-aaron-anderson-lsu,Aaron Anderson,NA,WR,"Anderson is a small but explosive slot-only receiver with strong separation ability and yards-after-the-catch potential. While his size may limit his appeal, he profiles as a solid Day 3 option who can contribute in a rotational role.",NA,NA,NA,Malik Washington
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-eric-rivers-georgia-tech,Eric Rivers,NA,WR,"Rivers' build may limit his appeal, but there are flashes where he looks uncoverable. He offers depth potential with added value as a returner.",NA,NA,NA,KaVontae Turpin
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-zavion-thomas-lsu,Zavion Thomas,NA,WR,"Thomas plays with energy and determination, giving him a strong chance to stick on an NFL roster, particularly due to his special teams return ability.",NA,NA,NA,Jaylin Lane
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-kendrick-law-kentucky,Kendricklaw,Kentucky Wildcats,WR,"Law's receiving ability likely limits his chances of making an NFL roster, but his athletic versatility and extensive special teams experience give him a path as a late-round selection.",NA,NA,NA,Lynn Bowden Jr.
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-caullin-lacy-louisville,Caullin Lacy,NA,WR,"Lacy lacks the prototypical size the NFL prefers, but his special teams experience gives him a chance to be selected late in the draft.",NA,NA,NA,James Rodgers
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-kenyon-sadiq-oregon,Kenyon Sadiq,NA,TE,"Sadiq is an ideal modern tight end in terms of athleticism and versatility. He can impact both the receiving and blocking phases, allowing teams to align him all over the formation. While his college production was limited, his upside is significant, making him a strong first-round projection.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-max-klare-ohio-state,Max Klare,NA,TE,"Klare is a lighter tight end whose blocking flashes but lacks consistency. He compensates with savvy receiving skills and reliable hands, projecting as a potential starter for teams that prioritize tight end involvement in the passing game.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jack-endries-texas,Jack Endries,NA,TE,Endries profiles as a strong mid-round option for teams that utilize heavier personnel and want to stretch the field vertically. He offers alignment versatility as a slot or wing and contributes as both a pass catcher and lead blocker.,NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-eli-stowers-vanderbilt,Eli Stowers,NA,TE,"Stowers is a natural, versatile athlete with a high usage rate over the past two seasons, projecting to a contributing role in the NFL. He is best utilized as a backfield or big-slot option rather than as an in-line blocker, where his impact is limited.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-justin-joly-nc-state,Justin Joly,NA,TE,"Joly is a natural receiving tight end with strong hands, a high football IQ and a competitive edge. While he lacks standout athletic traits, he offers enough to project as a contributor on offense and special teams.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-joe-royer-cincinnati,Joe Royer,NA,TE,"Royer is a receiving-focused tight end best kept out of key blocking situations. He brings above-average athleticism and excellent hands, projecting as a TE2 with flexibility to align in receiver roles.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-john-michael-gyllenborg-wisconsin,John Michael Gyllenborg,NA,TE,"Gyllenborg profiles as a high-percentile athlete for the position with strong route-running ability and explosive play potential. He fits best as a receiving tight end who can align in the slot or backfield, though his blocking impact will be limited.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-lake-mcree-usc,Lake Mc Ree,NA,TE,"McRee is a solid overall athlete for an “F” tight end. While run blocking will not be a strength, his pass protection ability provides some in-line utility. His best fit is as a big-slot option, likely in the mid-Day 3 range.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-michael-trigg-baylor,Michael Trigg,NA,TE,"Trigg may have one of the widest ranges of outcomes in the 2026 class. At his best, his vertical athleticism and contested-catch ability suggest top-50 potential, but inconsistencies with technique and focus create volatility in his projection.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-tanner-koziol-houston,Tanner Koziol,NA,TE,"Koziol is not a traditional in-line tight end, but in a creative offense, he can thrive as a big-slot weapon. His large catch radius and contested-catch ability make him a valuable red-zone option.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-dj-rogers-tcu,DJRogers,TCU Horned Frogs,TE,"Rogers is a late-blooming tight end with limited usage but intriguing traits. His athletic build, movement skills and reliable hands project him as a depth receiving option with alignment flexibility.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-daequan-wright-mississippi,Dae'Quan Wright,NA,TE,"Wright is a big-bodied tight end with a strong multi-sport background. He shows solid all-around athleticism, but inconsistency as a blocker may limit his ability to earn significant snaps.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-chamon-metayer-arizona-state,Chamon Metayer,NA,TE,"Metayer is a big-bodied, contested-catch tight end who could develop into a serviceable depth option if he continues to add strength.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-dallen-bentley-utah,Dallen Bentley,NA,TE,Bentley produced as a receiving tight end in 2025 but likely lacks the baseline athleticism needed to stick at the next level. He will need to win with anticipation and route nuance to overcome those limitations.,NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-marlin-klein-michigan,Marlin Klein,NA,TE,"Klein is an intriguing young prospect who is relatively new to football but shows the effort and mentality to develop into a difference-making in-line tight end. If he continues to add weight and strength, he projects as a strong TE2-type with blocking upside.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-sam-roush-stanford,Sam Roush,NA,TE,"Roush has the build of an NFL tight end capable of playing on the line of scrimmage. As a blocking “Y” tight end, he can be a valuable piece in heavy personnel packages and some single-tight-end looks, though his impact in the passing game will likely be limited.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-josh-cuevas-alabama,Josh Cuevas,NA,TE,"Cuevas lacks prototypical size for the position but brings a smart, tenacious play style. He competes as a blocker and can contribute as an intermediate receiving option, projecting as a TE2-type.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-miles-kitselman-tennessee,Miles Kitselman,NA,TE,"Kitselman has the size and build of an NFL tight end, giving him a solid floor as a rosterable player. He projects as a TE2 with value primarily as an in-line blocker.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-eli-raridon-notre-dame,Eli Raridon,NA,TE,"Raridon may not develop into a true TE1 due to limited receiving upside, but his blocking ability makes him a strong TE2 option for teams that rely heavily on 12 personnel.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-nate-boerkircher-texas-am,Nate Boerkircher,NA,TE,"Boerkircher will be one of the oldest prospects in the class as a sixth-year senior, but he showed depth-level NFL ability in 2025. He is a tenacious run blocker with strong competitive toughness and better athleticism than his receiving production suggests. He projects as a Day 3 depth option with versatile blocking value.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-oscar-delp-georgia,Oscar Delp,NA,TE,"Delp is an intriguing athlete with a high-effort play style that should get him drafted. However, his limited receiving impact and lack of feel in that area project him as a TE3 or TE4 option.",NA,NA,NA,NA
